ParentBusinessUnit,BusinessUnit,Latitude,Longitude,StateShort,Year,Make,Model,Trim,Mileage,ListPrice,LotPrice,MSRP,MarketAveragePrice,AgeInDays,Color,InteriorColor,ReconditionCost,UnitCost,PotentialGross,Stock,VIN,Received,Transmission,Risk,PrimaryBookValue,class
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2004,Volkswagen,Jetta,GLS,200268,NULL,0,NULL,NULL,40,BLUE,NULL,NULL,701,NULL,142348,WVWSR61J84W142348,1/25/2019,Automatic,RED,4275,Small Wagon
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2014,Ford,F-150,XLT,80214,24933,25995,25995,24929.7857,41,SILVER,NULL,NULL,22376.58,2556.42,C36012,1FTFW1ET4EFC36012,1/24/2019,Automatic,YELLOW,23146,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Toyota,Camry,XLE,33043,17933,18995,18995,17575.283,40,SILVER,NULL,NULL,16368.1,1564.9,L393591,4T1BF1FK8HU393591,1/25/2019,Automatic,YELLOW,17773,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Buick,Envision,ESSENCE,41961,23933,24995,24995,24980,41,BLACK,NULL,NULL,21273.21,2659.79,97807,LRBFXDSA4HD097807,1/24/2019,Automatic,YELLOW,23999,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Nissan,Rogue,SV,46023,18733,19995,19995,20435.1515,41,BLUE,NULL,NULL,16538.4,2194.6,580562,KNMAT2MV2HP580562,1/24/2019,Automatic,GREEN,18035,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,Nissan,Rogue,SV,47816,17533,18995,18995,17469.75,41,BLUE,NULL,NULL,15663.4,1869.6,571062,KNMAT2MV7FP571062,1/24/2019,Automatic,GREEN,16635,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2016,Toyota,Tacoma,SR5,30360,30533,31995,31995,32896.4137,42,WHITE,NULL,NULL,27933.84,2599.16,27846,3TMCZ5AN0GM027846,1/23/2019,Automatic,GREEN,29968,4WD Small Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2013,Subaru,XV Crosstrek,LIMITED,63393,17733,18995,18995,NULL,38,ORANGE,NULL,NULL,16210.71,1522.29,800518,JF2GPAGC0D2800518,1/27/2019,CVT Transmission,YELLOW,17285,Small Wagon
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Kia,Sorento,LX V6,34852,21733,22995,22995,20879.625,36,BLUE,NULL,NULL,18645.25,3087.75,L333433,5XYPGDA54HG333433,1/29/2019,Automatic,YELLOW,21656,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2005,Chevrolet,Equinox,LT,117211,NULL,0,NULL,NULL,42,SILVER,NULL,NULL,2200,NULL,95743,2CNDL73F856095743,1/23/2019,Automatic,RED,4838,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2018,Mitsubishi,Outlander,SEL,21512,20933,21995,21995,18319.3333,29,SILVER,NULL,NULL,18412.85,2520.15,53237,JA4AZ3A33JZ053237,2/5/2019,Automatic,YELLOW,20460,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2016,Jeep,Grand Cherokee,LAREDO,75103,20933,21995,21995,22328.5714,27,WHITE,NULL,NULL,18404.47,2528.53,337269,1C4RJFAG1GC337269,2/7/2019,Automatic,YELLOW,20347,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2013,Buick,LaCrosse,LEATHER,65508,12933,13995,13995,NULL,27,RED,NULL,NULL,10529.59,2403.41,305964,1G4GC5ER6DF305964,2/7/2019,Automatic,YELLOW,12434,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Toyota,Yaris iA,,35525,11933,12995,12995,13586.2727,25,RED,NULL,NULL,10200,1733,180225,3MYDLBYV1HY180225,2/9/2019,Manual,YELLOW,12661,4-door Sub-Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2007,Volkswagen,Jetta,WOLFSBURG EDITION,186853,NULL,0,NULL,NULL,25,GREY,NULL,NULL,1200,NULL,139350,3VWEG71K97M139350,2/9/2019,Automatic,RED,4469,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2008,Chevrolet,Suburban,LTZ,243330,NULL,0,NULL,11960.5,22,NULL,NULL,NULL,5700,NULL,192863,3GNFK16318G192863,2/12/2019,Automatic,RED,10615,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2012,Nissan,Quest,SL,117359,NULL,0,NULL,12897.5,22,GREY,NULL,NULL,7200,NULL,33051,JN8AE2KP4C9033051,2/12/2019,Automatic,RED,10611,2WD Minivans
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,MINI,Cooper Countryman,S,33967,18933,19995,19995,18490,22,BLACK,NULL,NULL,16228.04,2704.96,T37900,WMWZC5C51FWT37900,2/12/2019,Manual,YELLOW,18989,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2018,Subaru,Legacy,LIMITED,10080,27733,28995,28995,27896.6666,20,SILVER,NULL,NULL,24258.17,3474.83,44338,4S3BNAN66J3044338,2/14/2019,CVT Transmission,YELLOW,27186,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,Ford,Edge,SEL,41399,21933,22995,22995,22514.4545,21,RED,NULL,NULL,19157.45,2775.55,C42226,2FMTK4J98FBC42226,2/13/2019,Automatic,GREEN,21094,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2016,Hyundai,Accent,SE,44448,10533,11995,11995,10509.8333,16,SILVER,NULL,NULL,8643.43,1889.57,79823,KMHCT4AE2GU079823,2/18/2019,Automatic,YELLOW,10640,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Nissan,Armada,SV,48018,27933,28995,28995,37257.5714,15,SILVER,NULL,NULL,24247.56,3685.44,508424,JN8AY2NC5H9508424,2/19/2019,Automatic,YELLOW,28483,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Mitsubishi,Outlander,SE,43568,17933,18995,18995,17120.6666,15,WHITE,NULL,NULL,16029.32,1903.68,44919,JA4AZ3A33HZ044919,2/19/2019,Automatic,YELLOW,17893,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Jeep,Patriot,LATITUDE,46293,16933,17995,17995,15512.2222,15,RED,NULL,NULL,15129.43,1803.57,175281,1C4NJRFB1HD175281,2/19/2019,Automatic,GREEN,16309,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,Chevrolet,Silverado 1500,LT,56504,28933,29995,29995,27244,14,GRAY,NULL,NULL,21500,7433,204611A,1GCUKREC5FF204611,2/20/2019,Automatic,GREEN,27767,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Nissan,Titan,PRO-4X,38299,36933,37995,37995,33409.8333,13,WHITE,NULL,NULL,31674.02,5258.98,529261A,1N6AA1E59HN529261,2/21/2019,Automatic,YELLOW,35931,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Ford,Explorer,XLT,49149,25733,26995,26995,27317.3125,13,WHITE,NULL,NULL,23477.13,2255.87,D57352,1FM5K8D89HGD57352,2/21/2019,Automatic,GREEN,25829,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Ford,Expedition,XLT,44996,27933,28995,28995,26907,13,GRAY,NULL,NULL,23009.88,4923.12,A84343,1FMJU1JT6HEA84343,2/21/2019,6-Speed A/T,GREEN,27974,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2018,Chevrolet,Equinox,LT,34537,23933,24995,24995,22488.6153,12,GRAY,NULL,151.5,19622.96,4310.04,192992,2GNAXSEV4J6192992,2/22/2019,Automatic,GREEN,23974,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Subaru,Forester,PREMIUM,26478,24733,25995,25995,23341.0625,13,GREEN,NULL,NULL,22683.63,2049.37,809861,JF2SJAEC1HH809861,2/21/2019,CVT Transmission,GREEN,24374,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,Ford,F-150,LARIAT,39305,37733,38995,38995,36774.2222,13,GRAY,NULL,NULL,35891.68,1841.32,C24155,1FTEW1EGXFFC24155,2/21/2019,Automatic,GREEN,37046,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,Ford,F-150,LARIAT,50597,36933,37995,37995,36818.6666,13,GRAY,NULL,NULL,33922.08,3010.92,B93369,1FTFW1EG9FFB93369,2/21/2019,Automatic,GREEN,36538,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2008,Toyota,Tundra 4WD,CREWMAX 5.7L V8 6-SPD AT,141725,17933,18995,18995,15990,11,WHITE,NULL,169.48,13549.95,4383.05,64121,5TFDV54138X064121,2/23/2019,Automatic,RED,16454,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Honda,CR-V,LX,30108,22933,23995,23995,23189.5833,11,BLUE,NULL,NULL,19307.49,3625.51,R206813,2HKRW6H39HH206813,2/23/2019,CVT Transmission,GREEN,22850,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Kia,Sedona,LX,36459,18933,20995,20995,18980.8823,11,BROWN,NULL,NULL,16993.61,1939.39,L220106,KNDMB5C1XH6220106,2/23/2019,Automatic,YELLOW,19761,2WD Minivans
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Toyota,RAV4,LE,34467,20633,21995,21995,21622.3333,11,SILVER,NULL,NULL,18106.64,2526.36,R660253,2T3BFREV7HW660253,2/23/2019,Automatic,GREEN,20704,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Hyundai,Elantra GT,,31477,13933,14995,14995,12497.5833,7,GRAY,NULL,NULL,12542.33,1390.67,L370976,KMHD35LHXHU370976,2/27/2019,Automatic,YELLOW,14483,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,Kia,Soul,BASE,71121,9933,10995,10995,11860.6,11,GRAY,NULL,544.8,8200,1733,119114A,KNDJN2A23F7119114,2/23/2019,Automatic,YELLOW,10814,Small Wagon
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,1999,Dodge,Ram 1500,,232481,NULL,0,NULL,NULL,5,SILVER,NULL,NULL,500,NULL,572231A,1B7HF13Z8XJ572231,3/1/2019,Automatic,RED,4573,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,Jeep,Wrangler Unlimited,SAHARA,29431,31733,32995,32995,30163,5,SILVER,NULL,236,27000,4733,693907,1C4BJWEG8FL693907,3/1/2019,Automatic,GREEN,31499,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2016,Subaru,Outback,2.5I PREMIUM,22865,23933,24995,24995,21752.6538,1,WHITE,NULL,NULL,19950,3983,343507A,4S4BSADC2G3343507,3/5/2019,A/T,YELLOW,23908,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Volvo,XC60,INSCRIPTION,43201,28933,29999,29999,32995,12,GRAY,NULL,NULL,26025.98,2907.02,L012912,YV440MRU8H2012912,2/22/2019,Automatic,YELLOW,28489,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2017,Hyundai,Tucson,SE,55510,17933,18995,18995,18701,NULL,WHITE,NULL,NULL,14045,3888,290622,KM8J3CA43HU290622,3/6/2019,Automatic,YELLOW,16822,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2018,Chevrolet,Suburban,LT,35192,NULL,0,NULL,45776.9687,NULL,GRAY,NULL,NULL,40320,NULL,244327,1GNSKHKC4JR244327,3/7/2019,Automatic,YELLOW,46307,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2018,Chevrolet,Tahoe,LT,36795,NULL,0,NULL,45391.76,NULL,WHITE,NULL,NULL,39065,NULL,213746,1GNSKBKC5JR213746,3/7/2019,Automatic,YELLOW,44585,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2018,Jeep,Grand Cherokee,LIMITED,23216,NULL,0,NULL,34901.6923,NULL,GRAY,NULL,NULL,30255,NULL,273085A,1C4RJFBG2JC273085,3/7/2019,Automatic,GREEN,33794,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2019,Jeep,Cherokee,LATITUDE PLUS,23652,NULL,0,NULL,23039.5,NULL,SILVER,NULL,NULL,19655,NULL,194655,1C4PJMLB2KD194655,3/7/2019,Automatic,GREEN,23389,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2016,Ford,F-150,4WD SUPERCREW 145  PLATIN,30349,NULL,0,0,36494.5517,NULL,RED,NULL,NULL,38340,NULL,A03031,1FTFW1EG8GFA03031,3/7/2019,Automatic,GREEN,37734,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Bend,44.0557,-121.2746,OR,2015,Toyota,Highlander,LIMITED,61223,NULL,0,0,29503.8571,NULL,SILVER,NULL,NULL,25500,NULL,148996A,5TDDKRFH8FS148996,3/8/2019,Automatic,YELLOW,29887,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Dodge,Grand Caravan,SE,18350,NULL,24999,NULL,16621,259,WHITE,NULL,NULL,19309.62,NULL,R856127,2C4RDGBG6HR856127,6/20/2018,Automatic,YELLOW,18675,2WD Minivans
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Toyota,RAV4,LE,42800,19996,23999,23999,21546.1538,98,SILVER,NULL,NULL,18939,1057,R659353,2T3BFREV6HW659353,11/28/2018,Automatic,GREEN,20200,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Toyota,Tundra 4WD,SR5,33467,33996,35999,35999,35137.6666,26,NULL,NULL,NULL,29491,4505,570422,5TFUW5F14GX570422,2/8/2019,Automatic,YELLOW,31724,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Kia,Sportage,LX,27870,17996,19999,19999,18193.8181,100,WHITE,NULL,NULL,14625.18,3370.82,L088240,KNDPMCAC7H7088240,11/26/2018,Automatic,GREEN,18315,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Chevrolet,Trax,LT,16950,15996,23999,23999,19506.3333,249,WHITE,NULL,NULL,19055.62,-3059.62,159577,3GNCJPSB7JL159577,6/30/2018,Automatic,YELLOW,19186,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Dodge,Journey,CROSSROAD PLUS,31118,16996,24999,24999,20082.5,225,GRAY,NULL,NULL,19408.04,-2412.04,556568,3C4PDCGG7HT556568,7/24/2018,Automatic,GREEN,19035,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Chevrolet,Camaro,SS,22082,25996,36999,36999,29796.6666,230,SILVER,NULL,NULL,32415.53,-6419.53,207858A,1G1FF1R77H0207858,7/19/2018,8-Speed A/T,YELLOW,29749,2-door Sub-Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,GMC,Sierra 1500, ,8292,NULL,0,NULL,21940.5,230,WHITE,NULL,NULL,21467.85,NULL,R902667,1GTN1LEC8HZ902667,7/19/2018,Automatic,YELLOW,23130,2WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Subaru,Impreza,PREMIUM,18258,17496,23999,23999,18996.7142,216,BLUE,NULL,NULL,18154.64,-658.64,622433,4S3GKAB62H3622433,8/2/2018,CVT Transmission,YELLOW,19951,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Chevrolet,Impala,LS,48458,14996,19999,19999,21988,218,WHITE,NULL,NULL,16101.38,-1105.38,159740,2G11X5SA3H9159740,7/31/2018,Automatic,YELLOW,16345,4-door Large Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Hyundai,Santa Fe Sport,2.4L,31950,17896,23999,23999,17146.4444,197,GREY,NULL,NULL,19024.88,-1128.88,27154,5NMZTDLB8HH027154,8/21/2018,Automatic,YELLOW,19753,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Hyundai,Santa Fe Sport,2.4L,30831,17696,24999,24999,21028.0882,181,WHITE,NULL,NULL,20226.5,-2530.5,72101,5NMZTDLB6JH072101,9/6/2018,Automatic,YELLOW,20406,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Nissan,Murano,SV,14224,22896,33999,33999,23032.2,181,BLACK,NULL,NULL,26331.35,-3435.35,108801,5N1AZ2MH5JN108801,9/6/2018,Automatic,YELLOW,25184,Mid-Size Wagon
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Dodge,Journey,SXT,34172,15896,21999,21999,15469.6666,183,GRAY,NULL,NULL,17203.34,-1307.34,521661,3C4PDCBGXHT521661,9/4/2018,Automatic,GREEN,17644,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Chrysler,Pacifica,TOURING-L,44566,20896,27999,27999,23759.8,169,RED,NULL,NULL,22501.14,-1605.14,627231,2C4RC1BG7HR627231,9/18/2018,Automatic,GREEN,22480,2WD Minivans
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Honda,Civic,EX-L,36280,16996,22999,22999,17597.4,162,GRAY,NULL,NULL,16912.82,83.18,L213874,19XFC1F7XGE213874,9/25/2018,CVT Transmission,GREEN,18785,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Kia,Soul,+,13065,NULL,0,NULL,15119.1,166,WHITE,NULL,NULL,17734,NULL,R902273,KNDJP3A51J7902273,9/21/2018,Automatic,YELLOW,17310,Small Wagon
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Kia,Soul,+,10316,NULL,0,NULL,15119.1,168,WHITE,NULL,NULL,16567,NULL,R596532,KNDJP3A51J7596532,9/19/2018,Automatic,YELLOW,17442,Small Wagon
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Hyundai,Elantra GT, ,15050,14496,20999,20999,17063.2727,161,BLUE,NULL,NULL,15993.61,-1497.61,28786,KMHH35LE9JU028786,9/26/2018,N/A,YELLOW,17091,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Focus,TITANIUM,35750,13696,19999,19999,15546,161,BLACK,NULL,NULL,14622.61,-926.61,288243,1FADP3J27HL288243,9/26/2018,Automatic,GREEN,14384,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Buick,Regal,SPORT TOURING,36642,15996,19999,19999,NULL,146,WHITE,NULL,NULL,16297.98,-301.98,119254,2G4GL5EX2H9119254,10/11/2018,Automatic,YELLOW,17263,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Lincoln,MKC,PREMIERE,15877,23996,29999,29999,NULL,147,GRAY,NULL,NULL,23877.6,118.4,L50256,5LMCJ1D9XHUL50256,10/10/2018,Automatic,YELLOW,24136,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Chrysler,300,300C,46581,18496,24999,24999,20707.6,148,SILVER,NULL,NULL,19524.96,-1028.96,564351,2C3CCAEG3HH564351,10/9/2018,Automatic,YELLOW,19762,4-door Large Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Volkswagen,Passat,R-LINE W/COMFORT PKG,41324,15496,18999,18999,16009.4,148,BLUE,NULL,NULL,15176.11,319.89,35497,1VWDT7A38HC035497,10/9/2018,Automatic,YELLOW,16348,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2015,BMW,3 Series,328I,33528,18996,24999,24999,20080.625,140,BLACK,NULL,NULL,21986.12,-2990.12,605486,WBA3A5C52FP605486,10/17/2018,N/A,YELLOW,18686,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2015,BMW,3 Series,328I,50924,17896,23999,23999,20149.375,140,WHITE,NULL,NULL,18998.18,-1102.18,S91230,WBA3A5G59FNS91230,10/17/2018,N/A,YELLOW,17492,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Toyota,Tacoma,LIMITED,51276,31796,36999,36999,32572.125,144,WHITE,NULL,NULL,30951.49,844.51,39190,3TMGZ5AN0GM039190,10/13/2018,Automatic,YELLOW,31813,4WD Small Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2013,Ram,1500,LARAMIE,33428,30496,35999,35999,26627.5555,128,BROWN,NULL,NULL,30184.94,311.06,687261,1C6RR7NT5DS687261,10/29/2018,Automatic,GREEN,30502,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Kia,Sedona,LX,37430,17896,22999,22999,19041.8823,128,SILVER,NULL,NULL,18409.2,-513.2,L231671,KNDMB5C18H6231671,10/29/2018,Automatic,GREEN,19682,2WD Minivans
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Flex,LIMITED,35711,22996,28999,28999,22990,128,SILVER,NULL,NULL,23532.25,-536.25,LA00672,2FMGK5D89HBA00672,10/29/2018,Automatic,YELLOW,24784,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Escape,SE,51702,16996,21999,21999,17639.3684,119,WHITE,NULL,NULL,17392.78,-396.78,A54505,1FMCU9GD3HUA54505,11/7/2018,Automatic,GREEN,16998,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Ford,Explorer,SPORT,15014,37996,42999,42999,44590.5,119,GRAY,NULL,NULL,36869.36,1126.64,A15478,1FM5K8GT1JGA15478,11/7/2018,Automatic,GREEN,38969,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Escape,SE,25585,17996,22999,22999,17586.7368,119,SILVER,NULL,NULL,18456.61,-460.61,A54680,1FMCU9GDXHUA54680,11/7/2018,Automatic,GREEN,19007,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Hyundai,Elantra GT,AUTO,43102,11996,16999,16999,12659,120,GREY,NULL,NULL,12701.27,-705.27,378609,KMHD35LH1HU378609,11/6/2018,N/A,YELLOW,13249,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Nissan,Armada,SV,39982,30996,35999,35999,31619.7142,120,GREY,NULL,NULL,31850.7,-854.7,552421,JN8AY2NC2J9552421,11/6/2018,Automatic,YELLOW,31194,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Nissan,Frontier,PRO-4X,16649,25996,29999,29999,27659.8,120,WHITE,NULL,NULL,26783.11,-787.11,735342,1N6AD0EVXJN735342,11/6/2018,Automatic,YELLOW,25927,4WD Small Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2014,GMC,Sierra 1500,DENALI,88520,29996,35999,35999,NULL,112,WHITE,NULL,NULL,29430.19,565.81,486421,3GTU2WEC1EG486421,11/14/2018,Automatic,YELLOW,28530,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Nissan,Rogue,S,49709,16996,18999,18999,20307.4857,111,WHITE,NULL,NULL,16754.29,241.71,509943,KNMAT2MV0HP509943,11/15/2018,Automatic,GREEN,17124,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2014,Toyota,Camry,SE,60074,13896,15999,15999,14165.4,103,NULL,NULL,NULL,13589.29,306.71,344991,4T1BF1FK5EU344991,11/23/2018,Automatic,GREEN,13891,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Nissan,Rogue,S,16224,NULL,0,NULL,19183.9545,103,WHITE,NULL,NULL,19376.21,NULL,R521581,KNMAT2MV0JP521581,11/23/2018,Automatic,GREEN,21150,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Toyota,Camry,SE,33570,15896,19999,19999,17595.5535,106,BLACK,NULL,NULL,15938.58,-42.58,L378338,4T1BF1FK9HU378338,11/20/2018,Automatic,GREEN,17961,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,GMC,Acadia,SLE,30268,22896,27999,27999,25996.5,106,BLUE,NULL,NULL,21293.32,1602.68,L215061,1GKKNLLA3HZ215061,11/20/2018,Automatic,YELLOW,24004,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Edge,SEL,32654,21696,27999,27999,18889.6666,106,BLUE,NULL,NULL,22434.13,-738.13,LB11161,2FMPK3J90HBB11161,11/20/2018,Automatic,RED,21331,2WD Sport Utility Vehicles
